index,s1,r,s2
"999","Amex","reported","48 % leap"
"1000","His","appearance","NBC soap opera"
"1000","NBC soap opera","``","Another World"
"1001","William Schuman","'s","Violin Concerto"
"1001","he","recorded for","Angel\/EMI"
"1001","he","with","Leonard Bernstein"
"1001","Leonard Bernstein","'s","Serenade for Violin Solo , Strings and Percussion"
"1002","Mr. Schuman","'s","Violin Concerto"
"1002","Violin Concerto","sounds","atonal rhapsody"
"1003","Bruch","'s","Violin Concerto in G Minor"
"1004","Mr. McDuffie","at","Manhattan apartment"
"1004","Manhattan apartment","shares with","wife"
"1004","wife",",","Camille"
"1004","Camille",",","literary publicist"
"1004","Mr. McDuffie","during","interview"
"1004","interview","at","Manhattan apartment"
"1005","Ms. Jepson","a","free-lance music writer"
"1005","free-lance music writer","in","New York"
"1006","drug-interdiction effort","in","Bahamas"
"1007","$ 5 billion street value","of","cocaine"
"1008","GNP","of","Bahamas"
"1009","people","who are","casual users"
"1009","people","who are","first users"
"1010","conceptual base","a","criminal-justice approach"
"1011","Reagan administration","designed","comprehensive program"
"1012","U.S","detailed","position"
"1013","Soviets","be willing","acknowledge"
"1013","acknowledge","that","Sverdlovsk violated"
"1014","Northeast Utilities","raised","bid"
"1014","bid","for","Public Service Co"
"1014","Public Service Co","of","New Hampshire"
"1014","Public Service Co","operating under","Bankruptcy Code protection"
"1015","Northeast","raised","bid"
"1015","bid","supported","PS"
"1015","PS","of","New Hampshire"
"1015","New Hampshire","'s","shareholder committee"
"1016","Northeast","based in","Hartford"
"1016","Hartford",",","Conn"
"1017","Northeast Utilities","new","plan"
"1017","Northeast Utilities","pay","$ 1.65 billion"
"1017","$ 1.65 billion","in","cash"
"1017","$ 1.65 billion","to","creditors"
"1018","Secured creditors","recover","principal and interest"
"1018","unsecured creditors","receive","principal and interest accrued"
"1018","principal and interest accrued","before","PS"
"1018","PS","of","New Hampshire"
"1018","PS","filed for","Bankruptcy Code protection"
"1018","Bankruptcy Code protection","in","January"
"1019","Northeast","change","offer"
"1019","offer","improvements","equity holders"
"1020","General Motors Corp","temporarily idle","assembly plant"
"1020","assembly plant",",","Arlington"
"1020","General Motors Corp","temporarily idle","one week"
"1021","assembly plant","builds","Cadillac DeVille"
"1021","assembly plant","builds","Chevrolet Caprice"
"1021","assembly plant","builds","Oldsmobile Cutlass Ciera Wagon"
"1022","GM","'s","Truck & amp ; Bus Group"
"1022","Truck & amp ; Bus Group","close","Detroit assembly plant"
"1023","Janesville",",","Wis"
"1023","assembly plant",",","Janesville"
"1023","assembly plant","manufacturer of","Chevrolet Cavalier"
"1024","U.S. auto makers","to build","147,121 vehicles this week"
"1024","147,121 vehicles this week","from","162,767"
"1025","Ford Motor Co","slated","overtime"
"1025","overtime","at","Wixom , Mich"
"1025","overtime","at","Wayne , Mich"
"1025","overtime","at","Kansas City , Mo"
"1025","Wixom , Mich",",","assembly"
"1025","Wayne , Mich",",","assembly"
"1025","Kansas City , Mo",",","assembly"
"1025","Norfolk",",","assembly"
"1026","Chrysler Corp","scheduled","overtime"
"1026","overtime","at","St. Louis Assembly Plant No . 2"
"1026","St. Louis Assembly Plant No . 2",",","Newark"
"1026","overtime","at","Sterling Heights"
"1026","Sterling Heights",",","Mich"
"1026","Sterling Heights",",","assembly plants"
"1027","London Borough of Hammersmith and Fulham","ran up","huge bank debts"
"1027","huge bank debts","losing","swap transactions"
"1028","court hearing","began","early October"
"1028","court hearing","request of","Anthony Hazell"
"1028","Anthony Hazell","auditor for","Hammersmith"
"1029","Hammersmith and Fulham council","engaging in","capital-markets transactions"
"1030","court ruling","only on","Hammersmith"
"1031","financial institutions","involved","Barclays Bank PLC"
"1031","financial institutions","involved","Midland Bank PLC"
"1031","financial institutions","involved","Security Pacific Corp"
"1031","financial institutions","involved","Chemical Bank"
"1031","financial institutions","involved","Citibank"
"1031","financial institutions","involved","Mitsubishi Finance International"
"1031","Chemical Banking Corp","'s","Chemical Bank"
"1031","Citicorp","'s","Citibank"
"1032","stock market","drop","190-point"
"1032","1,400 stockbrokers","began","telephone"
"1032","1,400 stockbrokers","began","letter-writing campaign"
"1033","Their","own","employer"
"1034","New Guard","consisting of","high-tech computer"
"1034","pension fund clients","with","money"
"1034","traders","at","Chicago futures exchanges"
"1034","New Guard","at","brokerage firms"
"1035","Dallas","its","economy"
"1035","economy","based on","oil and real estate"
"1036","Exxon","build","headquarters"
"1036","headquarters","on","132-acre tract"
"1036","Exxon","in","Las Colinas complex"
"1037","Exxon","rent","existing office tower"
"1038","Las Colinas","a","complex of office buildings"
"1039","Exxon","it","headquarters"
"1039","headquarters","at","Las Colinas"
"1039","Las Colinas","cost less","New York"
"1040","Owners","of","building"
"1040","building","in","New York"
"1040","Exxon","vacating","space"
"1041","employees","work","40 hours"
"1041","40 hours","a","week"
"1042","Canadian Pulp and Paper Association","an","industry group"
"1042","Canadian mills","produced","532,000 metric tons"
"1042","Canadian mills","produced","market pulp"
"1044","Robert A. Brawer",",","52 years old"
"1044","Robert A. Brawer","named","president"
"1044","Robert A. Brawer","succeeding","Beatrice Coleman"
"1044","Beatrice Coleman","remains","chairman"
"1044","Beatrice Coleman","mother-in-law","Robert A. Brawer"
"1045","Mrs. Coleman",",","73"
"1045","Mrs. Coleman","is","Maidenform strategist"
"1045","Mrs. Coleman","declined","interviewed"
"1046","Maidenform","spent","$ 15 million"
"1046","ad campaign","show","underwear products"
"1046","ad campaign","show","men"
"1046","men","like","Christopher Reeve"
"1046","Christopher Reeve","talking","lingerie turn-ons"
"1047","Joan Sinopoli",",","account supervisor"
"1047","account supervisor","of","campaign"
"1047","campaign","by","Levine , Huntley , Schmidt & amp ; Beaver"
"1047","Levine , Huntley , Schmidt & amp ; Beaver","a","New York ad firm"
"1048","David S. Leibowitz","a","special situations analyst"
"1048","special situations analyst","at","American Securities Corp"
"1048","American Securities Corp","in","New York"
"1049","Mr. Brawer","appointment","president"
"1049","Mr. Brawer","appointment","Sept. 25"
"1049","Alan Lesk","resignation","senior vice president of sales and merchandising"
"1050","Mr. Lesk","named","president"
"1050","Mr. Lesk","named","chief executive officer"
"1050","president","of","Olga Co"
"1050","Olga Co","competing","Warnaco Inc"
"1050","intimate apparel division","of","Warnaco Inc"
"1051","Andrew S.Grove",",","president"
"1051","Andrew S.Grove",",","chief executive officer"
"1051","president",",","Intel"
"1051","chief executive officer",",","Intel"
"1052","Intel","reported","net"
"1052","net","of","$ 268.3 million"
"1052","net","of","$ 1.43 a share"
"1052","net","down","27 %"
"1052","27 %","from","$ 367.1 million"
"1052","27 %","from","$ 2.05 a share"
"1053","California legislators","searching for","ways"
"1053","ways","to","pay"
"1053","pay","for","damages"
"1053","damages","from","$ 4 billion"
"1053","damages","from","earthquake"
"1053","earthquake",",","last week"
"1053","California legislators","laying","groundwork"
"1053","groundwork","for","temporary increase"
"1053","temporary increase","in","sales tax"
"1054","talk","of","sales tax rise"
"1054","talk","follows","rebuff"
"1054","rebuff","from","Congress"
"1054","rebuff","on","question"
"1054","question","how much","spend"
"1054","federal government","is","willing"
"1054","willing","to","spend"
"1055","state","sought","relief"
"1055","relief","as much as","$ 4.1 billion"
"1055","House","approved","yesterday"
"1055","House","approved","measure"
"1055","measure","calling for","$ 2.85 billion"
"1055","$ 2.85 billion","in","aid"
"1056","Willie Brown",",","speaker"
"1056","speaker","of","Assembly"
"1056","California","'s","Assembly"
"1056","Gov . George Deukmejian","agreed","schedule"
"1056","schedule","a","special session"
"1056","special session","of","legislature"
"1056","special session","within","two weeks"
"1057","California","'s","Gann limit"
"1057","Gann limit","prevents","state"
"1057","state","spending","new tax money"
"1057","Gann limit","limits","options"
"1057","options","in","emergency"
"1058","Mr. Brown",",","legislator"
"1058","state","'s","most influential"
"1058","most influential",",","legislator"
"1058","Gov . Deukmejian","favor","temporary sales tax increase"
"1058","Mr. Brown","favor","temporary sales tax increase"
"1058","state","can raise","federal government"
"1059","Chuck Dalldorf",",","aide"
"1059","Mr. Brown","believes","only one tax will be feasible"
"1060","emergency fund","set up by","Gov . Deukmejian"
"1061","oil well","deep","two miles"
"1061","drilled","a","oil well"
"1062","Independent drillers","sinking bits","Earth 's crust"
"1063","Organization","of","Petroleum Exporting Countries"
"1064","Victor Burk","an","Arthur Andersen & amp ; Co"
"1064","Victor Burk","an","oil expert"
"1065","OPEC","producer of","crude"
"1066","Glenn Cox",",","president"
"1066","president","of","Phillips Petroleum Co"
"1067","prices","halted","U.S. oil exploration"
"1068","GOLDEN WEST FINANCIAL CORP",",","Oakland"
"1068","GOLDEN WEST FINANCIAL CORP",",","savings and loan"
"1068","GOLDEN WEST FINANCIAL CORP","annual revenue of","$ 1.4 billion"
"1068","GOLDEN WEST FINANCIAL CORP","had","minor damage"
"1068","minor damage","and","no injured employees"
"1069","HEWLETT-PACKARD Co",",","Palo Alto"
"1069","HEWLETT-PACKARD Co",",","personal computer"
"1069","HEWLETT-PACKARD Co",",","electronic equipment maker"
"1069","HEWLETT-PACKARD Co","annual sales of","$ 9.8 billion"
"1069","HEWLETT-PACKARD Co","be","minimal suspension"
"1069","minimal suspension","of","manufacturing"
"1069","minimal suspension","for","undefined period"
"1070","company","has","18,000 employees"
"1070","company","more than","70 buildings"
"1070","70 buildings","in","Bay area"
"1071","One building","in","Palo Alto"
"1072","HEXCEL Corp",",","Dublin"
"1072","HEXCEL Corp","manufacturer of","engineered parts"
"1072","HEXCEL Corp","annual sales of","$ 399 million"
"1072","HEXCEL Corp","had","little damage"
"1072","HEXCEL Corp","some","phone trouble"
"1073","HOMESTAKE MINING CO",",","San Francisco"
"1073","HOMESTAKE MINING CO",",","gold and general miner"
"1073","HOMESTAKE MINING CO","annual sales of","$ 432.6 million"
"1073","HOMESTAKE MINING CO","was","closed yesterday"
"1073","closed yesterday","because of","power failures"
"1073","closed yesterday","because of","lack of water"
"1073","HOMESTAKE MINING CO","reopen","today"
"1074","HOMESTEAD FINANCIAL CORP",",","Millbrae"
"1074","HOMESTEAD FINANCIAL CORP",",","financial services concern"
"1074","HOMESTEAD FINANCIAL CORP","annual revenue of","$ 562 million"
"1074","HOMESTEAD FINANCIAL CORP","its","17 Bay-area branches"
"1074","three","of","17 Bay-area branches"
"1074","three","were","closed yesterday"
"1075","INMAC CORP",",","Santa Clara"
"1075","INMAC CORP","annual sales of","$ 250 million"
"1075","INMAC CORP","its","headquarters"
"1075","telephones","out at","headquarters"
"1076","INTEL Corp",",","Santa Clara"
"1076","INTEL Corp",",","semiconductor maker"
"1076","INTEL Corp","annual sales of","$ 2.87 billion"
"1076","INTEL Corp","had some","damage"
"1076","INTEL Corp","at","work"
"1076","few people","at","work"
"1077","INTERNATIONAL BUSINESS MACHINES Corp",",","Armonk"
"1077","INTERNATIONAL BUSINESS MACHINES Corp","maker of","business machines"
"1077","INTERNATIONAL BUSINESS MACHINES Corp","said","flooding"
"1077","flooding","caused by","broken water pipes"
"1077","flooding","closed","San Jose plant"
"1077","San Jose plant","makes","high-end data-storage devices"
"1078","ORTEGA","ENDED","truce"
"1078","truce","with","Contras"
"1078","ORTEGA","said","elections"
"1078","elections","were","threatened"
"1079","Nicaraguan president","citing","attacks"
"1079","attacks","by","U.S.-backed rebels"
"1079","attacks","suspended","19-month-old cease-fire"
"1080","support","for","country"
"1080","country","'s","Feb. 25 elections"
"1080","renewed U.S. military aid","to","Contras"
"1080","Ortega","indicated","renewed U.S. military aid"
"1081","troops","launched","major offensive"
"1081","major offensive","against","rebel"
"1082","East German","leader","Krenz"
"1082","Krenz","called","protests"
"1082","protests","in","country"
"1082","marching","for","democratic freedoms"
"1083","Communist Party chief","for talks","Soviet officials"
"1083","East Germany","follow","restructuring plans"
"1083","Gorbachev","'s","restructuring plans"
"1084","East Germans","fled","Czechoslovakia"
"1084","Thousands","of","East Germans"
"1084","East Germans","fled","travel restrictions"
