index,s1,r,s2
"414","17.5 million cars","sold","2015"
"415","Volkswagen GTI","was","hot hatch"
"415","Volkswagen GTI","made","110 horsepower"
"415","Volkswagen GTI","was able to hit","60 mph"
"415","1984","introduced","Mk2 GTI"
"415","Mk2 GTI","could hit","60 mph in 8 seconds"
"415","Mk2 GTI","appeared","1991"
"415","1998","'s","turbocharged Mk4 GTI"
"416","Porsche 911","having","engine that hangs over the rear axle"
"416","BMW","try to mimic","Porsche 911"
"416","Mercedes","try to mimic","Porsche 911"
"417","2017 Escape","was","fully-optioned Titanium trim"
"417","2017 Escape","was missing","optional all-wheel drive"
"417","Ford Escape","Facelifted","2015"
"417","2017 Escape","include","Edge-inspired front end reshaped LED taillights"
"417","Sync 3","replaced","MyFord Touch"
"417","Ford","’ s","turbocharged 2.0-liter inline-four EcoBoost"
"417","turbocharged 2.0-liter inline-four EcoBoost","with","245 hp"
"417","turbocharged 2.0-liter inline-four EcoBoost","with","275 lb-ft of torque"
"417","Escape ’ s Lincoln platform mate",",","MKC"
"417","Escape","built on the same platform","Focus"
"418","Mercedes","announcement of","R50"
"418","Aston Martin","announcement of","AM-RB 001"
"418","R50","aim to undermine","Ferrari LaFerrari"
"418","R50","aim to undermine","Porsche 918 Spider"
"418","R50","aim to undermine","McLaren P1"
"418","AM-RB 001","aim to undermine","Ferrari LaFerrari"
"418","AM-RB 001","aim to undermine","Porsche 918 Spider"
"418","AM-RB 001","aim to undermine","McLaren P1"
"418","Scuderia Cameron Glickenhaus","known as","SCG"
"418","Scuderia Cameron Glickenhaus","revealed","003S"
"419","Mercedes-AMG G 63 6x6","with","AMG-tuned 5.5-liter twin-turbo V8"
"419","AMG-tuned 5.5-liter twin-turbo V8","has","536 horsepower"
"419","AMG-tuned 5.5-liter twin-turbo V8","has","560 lb-ft of torque"
"419","Mercedes-AMG G 63 6x6","capable of doing","0-60 mph in under 6 seconds"
"419","Hennessey","announced","two special edition 6x6 models"
"419","Hennessey","using","Ford ’ s 2017 Raptor truck"
"419","Rebel TRX Concept","unveiled by","FCA"
"419","Hennessey","plans on producing","VelociRaptor 6x6"
"419","Hennessey","plans on producing","VelociRaptor 600 Twin Turbo"
"419","450 horsepower engine","gets","6x6 drivetrain"
"420","Toyota","showed off","FT1 Concept"
"420","FT1 Concept","preview of sorts for","Supra"
"420","Supra","being co-developed with","BMW"
"420","Supra","will also spawn","new Z model"
"420","3.0-liter twin-turbo V6","developed by","Lexus"
"420","3.0-liter twin-turbo V6","could produce","400 horsepower"
"420","3.0-liter twin-turbo V6","could produce","300 lb-ft of torque"
"421","Ford","announced","2019 Edge ST"
"421","2019 Edge ST","thanks to","2.7-liter EcoBoost V6"
"421","2019 Edge ST","with","335 horsepower"
"421","2019 Edge ST","with","380 lb-ft of torque"
"421","2019 Edge ST","features","manual shift paddles"
"421","2019 Edge ST","feature","rev-matching downshifts"
"421","Sport mode","engages","louder exhaust mode"
"422","Chevrolet ’ s Bolt EV","changing","perception of electric vehicles"
"422","Chevrolet ’ s Bolt EV","offers","EV performance"
"422","Chevrolet ’ s Bolt EV","offers","EV efficiency"
"422","Chevrolet ’ s Bolt EV","offers","238-mile range"
"422","16.9 cubic feet of cargo volume","makes it","practical"
"422","Chevrolet ’ s Bolt EV","offers","impressive equipment levels"
"422","Chevrolet ’ s Bolt EV","offers","refinement"
"422","Chevrolet ’ s Bolt EV","offers","supple ride"
"423","Vision Gran Turismo program","spawned","concept cars"
"423","Vision Gran Turismo program","including","Bugatti"
"423","Vision Gran Turismo program","including","Mercedes-AMG"
"423","Vision Gran Turismo program","including","McLaren"
"423","Vision Gran Turismo program","launched by","Polyphony Digital"
"423","Audi","join","Vision Gran Turismo program"
"423","e-Tron Vision Gran Turismo","will debut","Formula E race"
"424","Subaru","unveiled","2019 Forester"
"424","Subaru","at","New York Auto Show"
"424","2019 Forester","equipped with","Subaru ’ s EyeSight driver assist package"
"424","2019 Forester","delivering","182 hp"
"424","2019 Forester","delivering","176 lb-ft of torque"
"424","2019 Forester","transformed into","performance SUV"
"425","F90 BMW M5","With","600 horses"
"425","F90 BMW M5","With","553 lb-ft of torque"
"425","F90 BMW M5","is","most powerful M5"
"425","F90 BMW M5","hit","62 mph"
"425","F90 BMW M5","hit","124 mph"
"426","Buick","teased","Enspire"
"426","Enspire","will be","all-electric concept SUV"
"426","Enspire","with","raked rear windshield"
"426","Enspire","with","sleek taillights"
"426","Enspire","at","Buick Brand Night"
"426","Enspire","at","Auto China 2018"
"427","General Motors","unveiled","2019 Chevrolet Camaro"
"427","2019 Chevrolet Camaro","includes","front fascia"
"427","2019 Chevrolet Camaro","includes","2.0-liter turbo four-cylinder"
"427","SS models","feature","launch control"
"427","SS models","with","LED signature headlamps"
"427","SS models","feature","10-speed automatic transmission"
"427","RS Appearance Package","brings","20-inch wheels"
"427","RS Appearance Package","brings","LED headlamps"
"428","2019 Toyota RAV4","revealed","New York"
"428","RAV4","sold","407,594"
"428","Rogue","hampered","CVT transmission"
"428","2019 Toyota RAV4","new","8-speed automatic transmission"
"430","Icona Vulcano Titanium","showing","Pebble Beach"
"430","Icona Vulcano Titanium","debuted","Shanghai"
"430","Icona","returned","China expo"
"430","Icona","price tag","68 million Yuan"
"430","Icona Vulcano Titanium","one-off","supercar"
"430","Icona Vulcano Titanium","find","suitor"
"430","Vulcano","a","6.2-liter supercharged V8"
"430","6.2-liter supercharged V8","sourced","C6 Corvette ZR1"
"430","6.2-liter supercharged V8","rated at","670 horsepower"
"430","6.2-liter supercharged V8","rated at","620 lb-ft of torque"
"431","M Division","’","M Division"
"431","Peter Quintus",",","BMW M ’ s marketing chief"
"431","Peter Quintus","at","Auto Shanghai"
"431","M4 CS","debut","China"
"431","M4 GTS","sold out","700 units"
"432","Fate of the Furious","place","Manhattan"
"432","Cipher","played by","Charlize Theron"
"432","Cipher","hacks","city ’ s cars"
"432","Cipher","hacks","remote controls"
"432","F. Gary",",","director"
"432","F. Gary","Speaking","Vanity Fair"
"433","Qiantu K50","at","Auto Shanghai"
"433","Qiantu K50","attention","supercar hall"
"433","K50","obtained its permit","production"
"433","K50","hit the streets","China"
"433","Simon Lei",",","Qiantu ’ s Head of Product Planning"
"433","electric sports car","powered","pair of motors"
"433","K50","comes","15.6-inch touchscreen"
"433","K50","comes","liquid-crystal instrument panel"
"434","NASCAR","race","Donington"
"434","Donington","lasted","30 seconds"
"434","Drivers",",","Paul Rivett"
"434","Drivers",",","Lee Pattison"
"434","Drivers","contact","first corner"
"434","Drivers","contact","lose control"
"435","BMW","unveil","5 Series Li"
"435","5 Series Li","unveil","Auto Shanghai"
"435","5 Series","close","7 Series"
"435","Li","gains","133 mm"
"435","5 Series Li","shorter","29 mm"
"435","5 Series Li","shorter","7 Series"
"436","Ferrari FXXK","saw","Top Gear"
"436","Chris Harris","Host","Top Gear"
"436","FXXK","ownership","customers"
"436","Ferrari","’ s","customers"
"436","Ferrari","invited","customers"
"436","FXXK","partake","private track day events"
"436","private track day events","hosted by","Ferrari"
"436","Mugella Circuit","’","Italy"
"437","Tobias Moers",",","AMG boss"
"437","Tri-Star","play","hybrid car"
"437","hybrid car","save","V8"
"437","Mercedes","downsizing","V8 engines"
"437","Mercedes","began","fuel economy standards"
"437","Mercedes","replacing","4.0-liter twin-turbo units"
"437","4.0-liter twin-turbo units","replacing","V8 engines"
"437","EU","enact","regulation"
"437","regulation","requiring","emit no more than 95 grams/kilometer"
"438","Chevrolet","reveal","FNR-X Concept crossover"
"438","FNR-X Concept crossover","at","Shanghai"
"438","Chevrolet","at","Shanghai"
"438","FNR","predecessor","FNR-X Concept crossover"
"438","FNR-X","isn ’ t","“ C ”"
"438","FNR-X","describes","“ all-purpose sports concept. ”"
"438","FNR-X","signature","headlights"
"438","FNR-X","signature","grille"
"439","Mercedes-AMG","debut","A35"
"439","A35","debut","2018 Paris Motor Show"
"439","A35","hood","2.0-liter four-cylinder turbocharged engine"
"439","2.0-liter four-cylinder turbocharged engine","pumping out","306 horsepower"
"439","2.0-liter four-cylinder turbocharged engine","pumping out","295 lb-ft of torque"
"439","all-wheel-drive","through","seven-speed dual-clutch"
"439","A35","rival","S3"
"439","A35","rival","Golf R"
"439","Tobias Moers",",","Mercedes-AMG"
"440","Porsche","producer","high-end crossover SUVs"
"440","Porsche","sold","5,102 vehicles"
"440","Cayenne","accounted","3,389"
"440","Macan","accounted","3,389"
"440","718 series","incorporates","Boxster"
"440","718 series","incorporates","Cayman"
"440","Boxster","starting at","56,900"
"440","Cayman","starting at","56,900"
"441","General Motors","relationship rockier","Hummer"
"441","AM General","manufactures","Humvee"
"441","Humvee","for","military applications"
"441","AM General","for","sale"
"441","AM General","for","defense contractor"
"441","High Mobility Multipurpose Wheeled Vehicle","for","US military"
"441","AM General","based","South Bend , Indiana"
"442","California Highway Patrol","responded","dangerous driver"
"442","dangerous driver","on","I-80"
"442","California Highway Patrol","discovered","driving at 30 mph"
"442","dangerous driver","broke down","Nevada"
"442","SUV","attached","rental truck"
"442","SUV","straps","front tires"
"442","driver","not licensed","to tow"
"443","SUVs","versions","coupe"
"443","SUVs",",","sedans"
"443","SUVs",",","coupes"
"443","SUVs",",","four-door coupes"
"443","SUVs",",","AMG versions"
"443","SUVs",",","semi-AMG versions"
"443","SUVs",",","AMG-branded"
"443","Dr. Dieter Zetsche","boss","Mercedes"
"444","Nikita Aksyonov","designer","BMW"
"444","Nikita Aksyonov","behind","X Cross"
"444","3 Series","some","larger wheels"
"444","X Cross","with","M Sport trim bits"
"444","3 Series","stuck to","seven-year model cycle"
"444","X5,the","stuck to","seven-year model cycle"
"444","Nikita Aksyonov","designer","3 Series"
"445","Jetta","set","new land speed"
"445","Jetta","at","Bonneville Salt Flats"
"445","Volkswagen","building","Jetta"
"445","Volkswagen","turned","Arteon"
"445","Arteon","Dubbed","ART3on"
"445","Arteon","built","Volkswagen"
"445","Arteon","in","Australia"
"445","Arteon","compete","World Time Attack Challenge"
"445","Arteon","fastest","VW Arteon ever built"
"446","Lamborghini Huracan Spyder","slammed into","Ford Super Duty"
"446","firefighter","driver","Super Duty"
"446","driver","of","Lamborghini"
"446","passenger","of","Lamborghini"
"446","driver","fled","Mercedes S-Class"
"446","passenger","fled","Mercedes S-Class"
"446","Huracan","damaged","bumper"
"446","Huracan","damaged","carbon fiber"
"446","Ford Super Duty","barely","scratch"
"447","Polestar","performance brand","Volvo"
"447","Polestar","branched off","independent"
"447","Polestar","Focusing","electric"
"447","Polestar","announced","Polestar Space"
"447","Oslo",",","Norway"
"447","Thomas Ingenlath",",","Chief Executive Officer"
"448","Vaughn Gitting Jr","drifted","Mustang"
"448","Vaughn Gitting Jr","drifted","Nurburgring"
"448","Matt Field","drifting","Chevrolet Corvette"
"448","Matt Field","drifting","canyon road"
"448","Matt Field","sponsor","Heat Wave"
"448","Matt Field","Filmed","showcases"
"448","showcases","three-minute","video"
"449","Porsche 911","'s","profits"
"449","McLaren","built","570S"
"449","570S","more usable for daily driving than","650S"
"449","570S","more usable for daily driving than","675LT"
"449","570S Sprint","made its debut","Goodwood Festival of Speed"
"449","570S Sprint","baby version of","McLaren P1 GTR"
"450","Companies","like","Jaguar"
"450","Companies","like","Land Rover"
"450","Companies","like","Mini"
"450","Companies","like","Rolls-Royce"
"450","Companies","like","Bentley"
"450","Companies","like","Aston Martin"
"450","Bentley","subsidiary to","Volkswagen"
"450","Mini","'s","parent company , BMW"
"450","Rolls-Royce","'s","parent company , BMW"
"450","Jaguar","bought out by","Tata Motors"
"451","Zenos","'s","E10 R"
"451","McLaren P1","featured at","Goodwood Festival of Speed"
"451","Ferrari LaFerrari","featured at","Goodwood Festival of Speed"
"451","Porsche 918","featured at","Goodwood Festival of Speed"
"452","hill climb route","defining fixture of","Goodwood Festival of Speed"
"452","Jaguar","drive","F-Pace"
"452","Jaguar","promote","F-Pace"
"452","stunt driver",",","Terry Grant"
"452","Terry Grant","of","two-wheeled Nissan Juke fame"
"453","Mercedes-AMG GT R","wearing","AMG Green Hell Magno ” paint"
"453","Nurburgring","aka","The Green Hell"
"453","AMG Green Hell Magno ” paint","exclusive to","Mercedes-AMG GT R"
"453","Mercedes-AMG GT R","compared to","GT S"
"453","Mercedes-AMG GT R","has","twin-turbocharged 4.0-liter V8"
"453","twin-turbocharged 4.0-liter V8","has been reworked to make","577 horsepower"
"453","twin-turbocharged 4.0-liter V8","has been reworked to make","516 lb-ft of torque"
"453","503 horsepower","offered in","GT S"
"453","479 lb-ft of torque","offered in","GT S"
"454","510-hp Giulia Quadrifoglio Verde","from","Romeo"
"454","Giulia QV 's launch","at","Goodwood Festival of Speed"
"454","Romeo","focused initially on","halo QV model"
"454","Giulia","features","carbon fiber driveshaft"
"454","carbon fiber driveshaft","from","QV"
"454","Scott Krugger","(","the head of exterior design at Alfa Romeo"
"455","Ford","upped the ante with","Mustang"
"455","Ford","refreshed","Chevrolet Camaro"
"455","Mustang","reclaim the trophy of top seller from","Chevy"
"455","Chevrolet Camaro","stole it away from","2010 to 2014"
"455","Mustang","outsold","Camaro"
"455","Ford","beating","Chevy"
"455","Ford Mustang","cheaper than","base Camaro"
"456","Aston Martin","really does like tweaking","Vantage"
"456","Vantage","extensively tweaked since","2005 launch"
"456","GT12",";","a motorsports-inspired variant"
"456","Aston Martin","pulled the wraps off","Vantage model"
"456","Aston Martin","at","Goodwood FOS"
"456","Aston Martin Vantage GT12 Roadster","features","600-hp V12 engine"
"456","Aston Martin Vantage GT12 Roadster","features","aggressive aero kit"
"456","Aston Martin Vantage GT12 Roadster","features","seven-speed paddleshift transmission"
